20231010	185335	0.360281	0.303683
20231010	185429	0.466512	0.383401
20231010	185616	0.720307	0.712504
20231010	190032	1.429470	1.331180
20231010	190132	9.197993	1.479329
20231010	190232	1.605535	1.650168
20231010	190332	1.757438	1.741081
20231010	190432	1.869480	1.826885
20231010	190532	1.920544	1.924684
20231010	190632	2.068698	2.034978
20231010	190733	2.188439	2.132013
20231010	190832	2.361138	2.229322
20231010	190932	2.377237	2.336369
20231010	191032	2.458587	2.384230
20231010	191132	2.538354	2.458185
20231010	191233	2.635055	2.562663
20231010	191333	2.681748	2.671458
20231010	191432	2.794449	2.716021
20231010	191532	2.874779	2.798380
20231010	191633	2.924914	2.824532
20231010	191732	2.989733	2.941788
20231010	191832	3.063410	3.021449
20231010	191932	3.082140	3.108948
20231011	020255	26.449768	26.153062
20231011	020355	26.013960	25.741435
20231011	020456	25.702556	25.352849
20231011	020555	25.287447	25.019621
20231011	020655	24.864863	24.669962
20231011	020755	24.543019	24.393969
20231011	020855	24.226581	23.996342
20231011	020956	23.887158	23.786472
20231011	021056	23.635414	23.458433
20231011	021155	23.354296	23.225292
20231011	021256	23.150217	22.973973
20231011	021355	22.882237	22.775521
20231011	021455	22.666209	22.581479
20231011	021555	22.465024	22.306893
20231011	021655	22.182774	22.080391
20231011	021755	21.996277	21.831199
20231011	021856	21.736016	21.665131
20231011	021956	21.519833	21.434147
20231011	022055	21.328280	21.182665
20231011	022156	21.094659	21.013100
20231011	053123	27.119829	26.760962
20231011	053224	26.682584	26.400651
20231011	053324	26.275312	25.964240
20231011	053424	25.905137	25.549311
20231011	053524	25.425079	25.198468
20231011	053624	25.118981	24.865929
20231011	080208	31.838251	25.307602
20231011	185249	8.408615	8.362675
20231011	190027	8.432211	8.358877
20231011	190216	7.781170	7.679634
20231011	220814	15.343126	15.174577
20231012	011105	19.114095	18.887331
20231012	041743	21.111666	20.901018
20231012	084837	22.811472	22.600365
20231012	100733	22.493969	22.294695
20231012	101209	21.002313	20.677935
20231012	102413	21.028933	20.777121
20231012	102725	19.287549	19.084837
20231012	104144	19.437761	19.238330
20231012	104536	17.810296	17.604787
20231012	110127	18.182090	18.030321
20231012	140451	22.069727	21.892237
20231012	165727	24.226763	24.073413
20231012	165827	23.564123	23.392275
20231012	165927	22.922099	22.557641
20231012	170027	22.287006	22.079451
20231012	170127	21.718187	21.557161
20231012	200616	23.296532	23.038584
20231012	235033	23.876502	23.726600
20231013	030717	24.122501	23.941187
20231013	061009	23.870088	23.751540
20231013	095352	23.550692	23.334020
20231013	130422	22.779724	22.584873
20231013	155018	22.647793	22.479665
20231013	190603	23.107517	22.919400
20231013	220624	22.649593	22.428662
20231014	013711	22.459444	22.321327
20231014	041717	22.162055	21.957117
20231014	071351	22.169823	21.986468
20231014	104633	21.864429	21.721772
20231014	143713	22.107651	21.861713
20231014	155910	22.202226	22.059756
20231014	190346	22.128548	21.945482
20231014	191711	22.030201	21.818220
20231014	214719	22.817172	22.588646
20231014	232358	22.696942	22.498024
20231015	022958	22.881052	22.814096
20231015	052712	23.138290	22.973341
20231015	083930	22.684525	22.597057
20231015	124353	22.697948	22.531444
20231015	155530	23.371677	23.138825
20231015	191234	23.702992	23.439934
20231015	220050	23.008898	22.850652
20231016	021724	23.058103	22.858788
20231016	044738	22.881882	22.679836
20231016	075042	22.678755	22.506941
20231016	075128	22.054318	21.846224
20231016	104250	22.302181	22.129663
20231016	143928	22.748266	22.539313
20231016	172254	23.608966	23.427793
20231016	204312	23.607606	23.594378
20231016	232328	23.327632	23.254024
20231017	022315	23.302621	23.219142
20231017	045656	23.492220	23.319776
20231017	073921	23.231606	22.978935
20231017	105800	23.248664	23.048821
20231017	140734	23.106132	23.075987
20231017	170736	23.424388	23.213699
20231017	201948	23.470227	23.240361
20231017	231445	23.403918	23.208111
20231018	020905	23.137579	22.910721
20231018	050749	23.265527	23.045831
20231018	072420	22.915627	22.763013
20231018	072619	20.956956	20.808785
20231018	080339	21.333692	21.099262
20231018	080527	19.581311	19.350161
20231018	083355	20.002643	19.802286
20231018	083538	18.237999	18.049325
20231018	090642	18.903104	18.764126
20231018	090828	17.337718	17.198920
