1.465600	19511.268669	46.000000
1.675397	19519.609253	-373.000000
1.872628	19523.944150	-125.000000
2.087845	19524.194936	-9.000000
2.288315	19524.042947	1.000000
2.473089	19524.008822	-3.000000
2.689397	19523.977479	-4.000000
2.874321	19523.954402	-4.000000
3.075004	19523.945521	-5.000000
3.343908	19523.923071	-4.000000
3.489644	19523.938776	-5.000000
3.693794	19523.952179	-3.000000
3.877479	19523.967140	-3.000000
4.092492	19523.994395	-5.000000
4.276204	19523.975359	-3.000000
4.491226	19523.980492	-4.000000
4.675601	19523.983328	-4.000000
4.882506	19524.043575	-6.000000
5.098986	19524.105251	-4.000000
5.293753	19524.146870	-3.000000
5.482456	19524.164626	-2.000000
5.678560	19524.125274	0.000000
5.884030	19524.092336	-1.000000
6.079546	19524.053549	-1.000000
6.343148	19524.045564	-2.000000
6.495661	19524.068077	-3.000000
6.682610	19524.064528	-3.000000
6.881911	19524.057635	-2.000000
7.084425	19524.057708	-2.000000
7.283448	19524.034383	-2.000000
7.482232	19524.010596	-2.000000
7.699349	19523.987887	-2.000000
7.904074	19523.963738	-3.000000
8.084018	19523.950301	-3.000000
8.282693	19523.903596	0.000000
8.484766	19523.894713	-2.000000
8.688669	19523.909230	-2.000000
8.888956	19523.991245	-6.000000
9.100107	19524.001289	-3.000000
9.346791	19523.921493	1.000000
9.488934	19523.908474	-3.000000
9.683748	19523.945930	-4.000000
9.884749	19523.958510	-2.000000
10.086074	19524.015250	-5.000000
10.290546	19524.056315	-3.000000
10.485757	19524.081494	-3.000000
10.685661	19524.107201	-4.000000
10.885950	19524.146466	-3.000000
11.085514	19524.214849	-3.000000
11.286266	19524.209446	-1.000000
11.485151	19524.169069	0.000000
11.688033	19524.045681	3.000000
11.885322	19523.920431	2.000000
12.103161	19523.900868	-2.000000
12.348502	19523.839323	0.000000
12.484385	19523.821639	-3.000000
12.696848	19523.907634	-6.000000
12.895705	19523.979831	-4.000000
13.091109	19524.102780	-7.000000
13.288226	19524.102022	-1.000000
13.487562	19524.080451	-2.000000
13.692883	19524.116204	-3.000000
14.593427	19524.174681	0.000000
14.724563	19524.139793	-1.000000
14.914838	19524.096876	0.000000
15.118640	19524.046310	0.000000
15.350987	19524.022668	-2.000000
15.528438	19523.975451	-1.000000
15.717451	19519.962124	140.000000
15.920434	19502.970979	615.000000
16.121426	19486.860839	542.000000
16.328118	19479.062542	217.000000
16.518439	19477.866846	28.000000
16.729140	19477.903432	5.000000
17.514303	19477.936483	7.000000
17.646564	19477.919518	6.000000
17.836067	19477.922321	6.000000
18.035769	19477.926202	6.000000
18.356287	19477.951312	4.000000
18.495146	19477.944371	5.000000
18.693087	19477.948733	5.000000
18.875226	19477.970484	3.000000
19.087321	19477.979514	3.000000
19.285814	19478.006841	2.000000
19.478532	19477.971509	5.000000
19.680567	19477.973503	4.000000
19.878374	19477.988199	4.000000
20.079257	19477.981823	4.000000
20.294302	19477.988650	4.000000
20.478026	19477.993776	4.000000
20.696364	19477.953328	6.000000
20.893292	19477.978475	4.000000
21.097425	19477.978272	5.000000
21.354741	19477.981047	4.000000
21.479624	19477.989779	3.000000
21.701897	19477.998177	3.000000
21.883793	19477.991755	4.000000
22.080628	19477.998829	3.000000
22.279793	19478.028885	2.000000
22.483750	19478.051058	1.000000
22.683534	19478.024473	3.000000
22.893839	19478.033445	2.000000
23.078908	19478.047694	2.000000
23.279851	19478.057126	2.000000
23.480137	19478.056550	2.000000
23.682037	19478.073570	1.000000
23.893813	19478.077150	2.000000
24.831898	19478.140248	1.000000
24.979095	19478.145290	1.000000
25.166770	19478.160497	0.000000
25.356128	19478.156595	0.000000
25.567913	19478.195551	-2.000000
25.754648	19478.222037	-2.000000
25.974601	19479.062495	-8.000000
26.169731	19497.264221	-750.000000
26.354928	19517.225013	-614.000000
26.571400	19523.203453	-148.000000
26.754048	19523.535899	-6.000000
