20.958424	-0.040293	-0.070512	0.030160	0.110745
20.989719	-0.050366	-0.080585	0.030160	0.110745
21.021015	-0.050366	-0.080585	0.030160	0.120819
21.052311	-0.050366	-0.090659	0.030160	0.120819
21.083607	-0.050366	-0.100732	0.030160	0.120819
21.114902	-0.040293	-0.120878	0.040233	0.120819
21.146198	-0.040293	-0.130951	0.040233	0.120819
21.177494	-0.040293	-0.130951	0.040233	0.130892
21.208790	-0.040293	-0.130951	0.050306	0.140965
21.240086	-0.040293	-0.130951	0.050306	0.140965
21.271381	-0.040293	-0.141025	0.050306	0.151038
21.302677	-0.050366	-0.151098	0.050306	0.151038
21.333973	-0.050366	-0.151098	0.060380	0.161111
21.365271	-0.040293	-0.161171	0.060380	0.161111
21.396566	-0.030220	-0.171244	0.060380	0.171185
21.427862	-0.030220	-0.171244	0.060380	0.181258
21.459158	-0.030220	-0.171244	0.060380	0.191331
21.490454	-0.040293	-0.171244	0.070453	0.201404
21.521749	-0.050366	-0.181317	0.070453	0.211477
21.553045	-0.050366	-0.191391	0.080526	0.221550
21.584341	-0.060439	-0.191391	0.080526	0.231624
21.615637	-0.050366	-0.201464	0.090599	0.241697
21.646933	-0.050366	-0.211537	0.090599	0.241697
21.678228	-0.050366	-0.231683	0.090599	0.251770
21.709524	-0.060439	-0.241756	0.090599	0.261784
21.740820	-0.070512	-0.241756	0.090599	0.271857
21.772116	-0.080585	-0.251830	0.090599	0.281930
21.803411	-0.090659	-0.251830	0.090599	0.302076
21.834707	-0.090659	-0.251830	0.100672	0.302076
21.866005	-0.100732	-0.261843	0.100672	0.312150
21.897301	-0.100732	-0.261843	0.110745	0.312150
21.928596	-0.110805	-0.271916	0.120819	0.322223
21.959892	-0.110805	-0.292063	0.120819	0.332296
21.991188	-0.110805	-0.302136	0.130892	0.342369
22.022484	-0.110805	-0.312209	0.130892	0.362515
22.053780	-0.110805	-0.322282	0.130892	0.372589
22.085075	-0.130951	-0.332355	0.140965	0.382662
22.116371	-0.141025	-0.332355	0.140965	0.402808
22.147667	-0.141025	-0.352502	0.140965	0.412881
22.178963	-0.130951	-0.372648	0.151038	0.433028
22.210258	-0.130951	-0.382721	0.161111	0.443101
22.241554	-0.130951	-0.392795	0.171185	0.473320
22.272850	-0.141025	-0.402868	0.181258	0.493467
22.304146	-0.151098	-0.423014	0.181258	0.513613
22.335442	-0.171244	-0.433087	0.181258	0.523627
22.366739	-0.181317	-0.453234	0.181258	0.543773
22.398035	-0.191391	-0.463307	0.191331	0.563920
22.429331	-0.191391	-0.483453	0.201404	0.584066
22.460627	-0.191391	-0.493526	0.211477	0.594139
22.491922	-0.191391	-0.513673	0.221550	0.614285
22.523218	-0.191391	-0.543833	0.231624	0.644505
22.554514	-0.201464	-0.574052	0.241697	0.664651
22.585810	-0.211537	-0.604272	0.251770	0.684798
22.617105	-0.221610	-0.624418	0.251770	0.704944
22.648401	-0.221610	-0.654638	0.261784	0.735164
22.679697	-0.231683	-0.674784	0.261784	0.765383
22.710993	-0.231683	-0.694931	0.271857	0.795543
22.742289	-0.241756	-0.715077	0.292003	0.825763
22.773584	-0.261843	-0.745296	0.302076	0.866055
22.804880	-0.271916	-0.775456	0.312150	0.906348
22.836176	-0.292063	-0.805676	0.322223	0.946641
22.867474	-0.292063	-0.835896	0.332296	0.997007
22.898769	-0.302136	-0.866115	0.342369	1.037240
22.930065	-0.312209	-0.896335	0.342369	1.087606
22.961361	-0.322282	-0.936627	0.352442	1.137972
22.992657	-0.322282	-0.976920	0.362515	1.188338
23.023952	-0.332355	-1.027286	0.382662	1.248777
23.055248	-0.342429	-1.087666	0.392735	1.309156
23.086544	-0.352502	-1.138031	0.402808	1.379669
23.117840	-0.372648	-1.198471	0.422955	1.460254
23.149136	-0.382721	-1.268983	0.433028	1.540840
23.180431	-0.402868	-1.339436	0.443101	1.631439
23.211727	-0.423014	-1.409948	0.463247	1.722097
23.243023	-0.433087	-1.490533	0.483394	1.822770
23.274319	-0.443161	-1.581132	0.513613	1.943648
23.305614	-0.453234	-1.681864	0.533700	2.074540
23.336912	-0.463307	-1.792669	0.543773	2.235711
23.368208	-0.483453	-1.923561	0.563920	2.406895
23.399504	-0.493526	-2.064526	0.573993	2.618372
23.430799	-0.523686	-2.235770	0.594139	2.849996
23.462095	-0.533760	-2.427101	0.604212	3.121912
23.493391	-0.543833	-2.658725	0.634432	3.444195
23.524687	-0.563979	-2.930641	0.664651	3.826916
23.555983	-0.584126	-3.232777	0.694871	4.300237
23.587278	-0.604272	-3.595352	0.725091	4.864216
23.618574	-0.634491	-4.028380	0.745237	5.569160
23.649870	-0.654638	-4.531920	0.765383	6.445348
23.681166	-0.674784	-5.126119	0.795543	7.543027
23.712461	-0.694931	-6.012321	0.815690	9.285271
23.743757	-0.725150	-6.848216	0.845909	11.037647
23.775053	-0.755370	-7.794857	0.886202	13.152480
23.806349	-0.775456	-8.832157	0.916421	15.599728
23.837646	-0.805676	-9.909749	0.956714	18.278599
23.868942	-0.835896	-10.947048	0.997007	21.048069
23.900238	-0.866115	-11.873543	1.037240	23.626209
23.931534	-0.906408	-12.618839	1.087606	25.640369
