1.462862	19375.762801	-36.000000
1.670103	19410.403527	-690.000000
1.862104	19391.439718	445.000000
2.080129	19402.175394	-258.000000
2.296182	19395.400255	178.000000
2.476271	19399.226719	-102.000000
2.684503	19396.926424	60.000000
2.887816	19398.044354	-36.000000
3.089439	19397.310447	25.000000
3.291124	19397.530786	-15.000000
3.487811	19397.395571	5.000000
3.688361	19397.521936	-7.000000
3.893545	19397.416013	2.000000
4.092625	19397.387457	-3.000000
4.302886	19397.428786	-2.000000
4.492804	19397.382733	-2.000000
4.705361	19397.341525	-2.000000
4.891772	19397.373701	-5.000000
5.092830	19397.380868	-4.000000
5.302902	19397.375022	-4.000000
5.511025	19397.244928	-1.000000
5.695573	19397.251037	-4.000000
5.912620	19397.175088	0.000000
6.095152	19397.243459	-3.000000
6.311590	19397.208214	-2.000000
6.498696	19397.196385	-2.000000
6.708186	19397.199515	-1.000000
6.894029	19397.185795	0.000000
7.094965	19397.162823	1.000000
7.309547	19397.104612	1.000000
7.494879	19397.087767	0.000000
7.699990	19397.143813	-2.000000
7.916694	19397.085398	-1.000000
8.096961	19397.061567	-1.000000
8.313103	19397.103509	-2.000000
8.508009	19397.060522	1.000000
8.717044	19397.049945	-1.000000
8.899624	19397.036778	0.000000
9.096649	19397.050023	-1.000000
9.299960	19397.072340	-2.000000
9.508156	19396.995880	0.000000
9.699094	19397.045001	-4.000000
9.913018	19397.022506	0.000000
10.106181	19397.012009	-4.000000
10.299558	19397.048615	-6.000000
10.515833	19397.162861	-7.000000
10.707787	19397.164645	-4.000000
10.899385	19397.119163	-2.000000
11.098932	19397.153153	-3.000000
11.320281	19397.138453	-1.000000
11.499646	19397.133171	0.000000
11.714615	19397.120580	-1.000000
11.902234	19397.209341	-5.000000
12.116574	19397.161152	-3.000000
12.301690	19397.248112	-4.000000
12.501536	19397.131763	0.000000
12.720350	19397.188861	-4.000000
12.900561	19397.186329	-3.000000
13.104686	19397.113093	-2.000000
14.000778	19397.316117	-2.000000
14.136643	19397.443245	-6.000000
14.322098	19397.375473	1.000000
14.520336	19397.412295	-3.000000
14.733938	19397.331657	0.000000
14.922034	19397.125892	-1.000000
15.123364	19369.524130	600.000000
15.324064	19340.107102	315.000000
15.522581	19358.421738	-263.000000
15.726456	19346.229475	198.000000
15.923431	19354.018482	-148.000000
16.123060	19349.134087	94.000000
16.904713	19350.857695	19.000000
17.052571	19350.939417	2.000000
17.228686	19351.065364	-2.000000
17.424475	19350.953217	-1.000000
17.644192	19351.039171	-4.000000
17.828403	19350.967296	-2.000000
18.025136	19350.963782	-3.000000
18.244946	19350.943825	-3.000000
18.431377	19350.958527	-3.000000
18.627501	19350.995802	-2.000000
18.844425	19351.019424	-3.000000
19.028501	19351.117706	-2.000000
19.240236	19351.111591	0.000000
19.427811	19351.091844	0.000000
19.629876	19351.074444	1.000000
19.829284	19351.044443	-4.000000
20.048855	19351.062706	-4.000000
20.234131	19351.076523	-2.000000
20.430701	19351.051173	-2.000000
20.629625	19351.082984	-1.000000
20.834555	19351.036236	0.000000
21.055065	19351.005555	-3.000000
21.252322	19351.011622	-4.000000
21.437645	19351.006038	-3.000000
21.654459	19351.048791	-3.000000
21.844022	19351.002169	0.000000
22.036929	19350.905721	0.000000
22.236652	19350.922094	-1.000000
22.438086	19350.937003	0.000000
22.636473	19351.044494	-3.000000
22.836322	19350.992066	2.000000
23.036857	19351.013399	0.000000
23.236555	19351.091948	-1.000000
24.174926	19350.971488	2.000000
24.319690	19351.097442	-6.000000
24.497659	19351.198772	-2.000000
24.715116	19351.057845	3.000000
24.897855	19351.068268	-2.000000
25.104914	19351.025332	0.000000
25.299501	19351.416967	-3.000000
25.509501	19393.380598	-898.000000
25.700828	19401.914505	148.000000
25.901287	19392.952043	-34.000000
26.101167	19399.423036	-24.000000
26.299466	19394.566435	35.000000
27.085905	19396.117042	21.000000
27.234517	19396.681567	-15.000000
27.419234	19396.674274	3.000000
27.616874	19396.573537	-2.000000
27.808599	19396.708477	0.000000
28.013167	19396.550328	1.000000
